Gene,KEGG_definition,KEGG
MYCTH_57502,Glycolysis / Gluconeogenesis;Galactose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00010;mtm00052;mtm01100;mtm01110
MYCTH_57572,Taurine and hypotaurine metabolism;Cyanoamino acid metabolism;Glutathione metabolism;Metabolic pathways,mtm00430;mtm00460;mtm00480;mtm01100
MYCTH_57908,RNA degradation,mtm03018
MYCTH_58873,"Glycine, serine and threonine metabolism;Glycerolipid metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism",mtm00260;mtm00561;mtm00630;mtm01100;mtm01110;mtm01200
MYCTH_58882,Cyanoamino acid metabolism;Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00460;mtm00500;mtm01100;mtm01110
MYCTH_59106,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_59853,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_60177,Various types of N-glycan biosynthesis;Metabolic pathways,mtm00513;mtm01100
MYCTH_60632,"Glycine, serine and threonine metabolism;Penicillin and cephalosporin biosynthesis;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Peroxisome",mtm00260;mtm00311;mtm00330;mtm01100;mtm01110;mtm04146
MYCTH_60685,Tyrosine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00350;mtm01100;mtm01110
MYCTH_61858,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_62052,Pentose and glucuronate interconversions;Fructose and mannose metabolism;Metabolic pathways,mtm00040;mtm00051;mtm01100
MYCTH_62593,Ribosome,mtm03010
MYCTH_62866,RNA polymerase,mtm03020
MYCTH_62925,Cyanoamino acid metabolism;Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00460;mtm00500;mtm01100;mtm01110
MYCTH_63866,Cell cycle - yeast;Meiosis - yeast,mtm04111;mtm04113
MYCTH_63965,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Metabolic pathways;Biosynthesis of amino acids",mtm00220;mtm00250;mtm00630;mtm00910;mtm01100;mtm01230
MYCTH_64173,SNARE interactions in vesicular transport,mtm04130
MYCTH_64893,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00100;mtm01100;mtm01110
MYCTH_65137,Phosphatidylinositol signaling system,mtm04070
MYCTH_66022,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Peroxisome,mtm00900;mtm01100;mtm01110;mtm04146
MYCTH_66289,Endocytosis,mtm04144
MYCTH_66338,Inositol phosphate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00562;mtm01100;mtm01110
MYCTH_66729,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_66804,Cyanoamino acid metabolism;Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00460;mtm00500;mtm01100;mtm01110
MYCTH_67060,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_67326,ABC transporters,mtm02010
MYCTH_68292,Purine metabolism;Pyrimidine metabolism;Glutathione metabolism;Metabolic pathways,mtm00230;mtm00240;mtm00480;mtm01100
MYCTH_68509,"Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",mtm00290;mtm00770;mtm01100;mtm01110;mtm01210;mtm01230
MYCTH_69410,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00100;mtm01100;mtm01110
MYCTH_69975,Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00500;mtm01100;mtm01110
MYCTH_70246,Cell cycle - yeast,mtm04111
MYCTH_70861,Metabolic pathways,mtm01100
MYCTH_71063,Tyrosine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00350;mtm01100;mtm01110
MYCTH_71204,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_71219,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Peroxisome,mtm00900;mtm01100;mtm01110;mtm04146
MYCTH_71369,Ribosome,mtm03010
MYCTH_71484,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_71631,Ribosome,mtm03010
MYCTH_72333,Ribosome,mtm03010
MYCTH_72393,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_72932,Thiamine metabolism;Riboflavin metabolism;Metabolic pathways,mtm00730;mtm00740;mtm01100
MYCTH_73070,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_73315,Lysine degradation;Metabolic pathways,mtm00310;mtm01100
MYCTH_73679,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00100;mtm01100;mtm01110
MYCTH_73867,Cell cycle - yeast,mtm04111
MYCTH_74015,RNA degradation,mtm03018
MYCTH_74462,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_74927,Cell cycle - yeast,mtm04111
MYCTH_74974,Nucleotide excision repair,mtm03420
MYCTH_75107,Ribosome,mtm03010
MYCTH_75490,Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00500;mtm01100;mtm01110
MYCTH_75824,Spliceosome;Protein processing in endoplasmic reticulum;Endocytosis,mtm03040;mtm04141;mtm04144
MYCTH_76096,Cell cycle - yeast,mtm04111
MYCTH_76126,"Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism;Metabolic pathways;Carbon metabolism",mtm00280;mtm00410;mtm00562;mtm00640;mtm01100;mtm01200
MYCTH_76199,Tyrosine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00350;mtm01100;mtm01110
MYCTH_76367,Endocytosis,mtm04144
MYCTH_76680,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_76690,Non-homologous end-joining,mtm03450
MYCTH_77082,Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00500;mtm01100;mtm01110
MYCTH_77195,Spliceosome,mtm03040
MYCTH_77206,Taurine and hypotaurine metabolism;Pyruvate metabolism;Propanoate metabolism;Methane metabolism;Metabolic pathways;Carbon metabolism,mtm00430;mtm00620;mtm00640;mtm00680;mtm01100;mtm01200
MYCTH_77277,Ribosome,mtm03010
MYCTH_77970,"Alanine, aspartate and glutamate metabolism;beta-Alanine metabolism;Taurine and hypotaurine metabolism;Butanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00250;mtm00410;mtm00430;mtm00650;mtm01100;mtm01110
MYCTH_78218,Ribosome,mtm03010
MYCTH_78321,Autophagy - other;Autophagy - yeast,mtm04136;mtm04138
MYCTH_78571,Spliceosome,mtm03040
MYCTH_79031,Citrate cycle (TCA cycle);Oxidative phosphorylation;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,mtm00020;mtm00190;mtm01100;mtm01110;mtm01200
MYCTH_79077,Lysine degradation;Metabolic pathways,mtm00310;mtm01100
MYCTH_79157,Fatty acid elongation;Biosynthesis of unsaturated fatty acids;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,mtm00062;mtm01040;mtm01100;mtm01110;mtm01212
MYCTH_79295,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_79440,Ribosome,mtm03010
MYCTH_79619,Nicotinate and nicotinamide metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00760;mtm01100;mtm01240
MYCTH_79885,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_80081,Endocytosis,mtm04144
MYCTH_80104,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_80304,Cyanoamino acid metabolism;Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00460;mtm00500;mtm01100;mtm01110
MYCTH_80528,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_80581,Nucleotide excision repair;Protein processing in endoplasmic reticulum,mtm03420;mtm04141
MYCTH_80916,Tryptophan metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;MAPK signaling pathway - yeast;Peroxisome,mtm00380;mtm00630;mtm01100;mtm01110;mtm01200;mtm04011;mtm04146
MYCTH_81343,MAPK signaling pathway - yeast;Mitophagy - yeast,mtm04011;mtm04139
MYCTH_81379,Nicotinate and nicotinamide metabolism;Metabolic pathways,mtm00760;mtm01100
MYCTH_81753,ABC transporters,mtm02010
MYCTH_81869,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_82268,Nitrogen metabolism;Metabolic pathways,mtm00910;mtm01100
MYCTH_82456,Arginine and proline metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways,mtm00330;mtm00630;mtm01100
MYCTH_82505,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_82558,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_82981,Oxidative phosphorylation;Metabolic pathways,mtm00190;mtm01100
MYCTH_83019,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_83048,Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00900;mtm01100;mtm01110
MYCTH_83193,"Cutin, suberine and wax biosynthesis",mtm00073
MYCTH_83475,Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,mtm00520;mtm01100;mtm01110
MYCTH_83980,Ribosome,mtm03010
MYCTH_84297,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_84302,Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Glycerolipid metabolism;Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,mtm00010;mtm00040;mtm00053;mtm00561;mtm00620;mtm01100;mtm01110;mtm01240
MYCTH_85068,Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Phenylalanine metabolism;Metabolic pathways;Biosynthesis of cofactors,mtm00130;mtm00350;mtm00360;mtm01100;mtm01240
MYCTH_85489,Peroxisome,mtm04146
MYCTH_86049,Oxidative phosphorylation;Metabolic pathways;Phagosome,mtm00190;mtm01100;mtm04145
MYCTH_86753,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_87328,Protein export;Protein processing in endoplasmic reticulum;Phagosome,mtm03060;mtm04141;mtm04145
MYCTH_87557,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_87600,Ribosome,mtm03010
MYCTH_87877,Oxidative phosphorylation;Metabolic pathways;Phagosome,mtm00190;mtm01100;mtm04145
MYCTH_88639,Biosynthesis of unsaturated fatty acids;Metabolic pathways;Fatty acid metabolism,mtm01040;mtm01100;mtm01212
MYCTH_8962,MAPK signaling pathway - yeast,mtm04011
MYCTH_89872,Pentose phosphate pathway;Fructose and mannose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,mtm00030;mtm00051;mtm01100;mtm01110;mtm01200;mtm01230
MYCTH_90594,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_90655,Other glycan degradation,mtm00511
MYCTH_93313,Meiosis - yeast,mtm04113
MYCTH_93330,Purine metabolism;Metabolic pathways,mtm00230;mtm01100
MYCTH_94336,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_95158,"Valine, leucine and isoleucine degradation;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites",mtm00280;mtm00640;mtm01100;mtm01110
MYCTH_95226,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_95293,"Glycine, serine and threonine metabolism;Metabolic pathways",mtm00260;mtm01100
MYCTH_95546,Cysteine and methionine metabolism;Selenocompound metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,mtm00270;mtm00450;mtm00920;mtm01100;mtm01110;mtm01230
MYCTH_97137,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_97617,Cell cycle - yeast,mtm04111
MYCTH_97899,Various types of N-glycan biosynthesis;Metabolic pathways,mtm00513;mtm01100
MYCTH_97932,Pentose and glucuronate interconversions;Metabolic pathways,mtm00040;mtm01100
MYCTH_97961,Ribosome biogenesis in eukaryotes,mtm03008
MYCTH_97963,MAPK signaling pathway - yeast,mtm04011
MYCTH_98318,MAPK signaling pathway - yeast;Cell cycle - yeast,mtm04011;mtm04111
MYCTH_98369,mRNA surveillance pathway;RNA degradation,mtm03015;mtm03018
MYCTH_98458,Methane metabolism;Metabolic pathways;Carbon metabolism,mtm00680;mtm01100;mtm01200
MYCTH_98521,Starch and sucrose metabolism;Metabolic pathways,mtm00500;mtm01100
MYCTH_98773,Amino sugar and nucleotide sugar metabolism;Metabolic pathways,mtm00520;mtm01100
MYCTH_99040,Mitophagy - yeast,mtm04139
MYCTH_99077,Fructose and mannose metabolism;Metabolic pathways,mtm00051;mtm01100
MYCTH_99461,Nicotinate and nicotinamide metabolism;Metabolic pathways,mtm00760;mtm01100
MYCTH_t1,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t10,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t100,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t101,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t102,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t103,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t104,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t105,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t106,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t107,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t108,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t109,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t11,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t110,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t112,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t113,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t114,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t115,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t116,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t117,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t118,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t119,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t12,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t120,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t121,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t122,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t123,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t124,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t125,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t126,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t127,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t128,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t129,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t13,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t130,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t131,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t132,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t133,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t134,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t135,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t136,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t137,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t138,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t139,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t14,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t140,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t141,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t142,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t143,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t144,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t145,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t146,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t147,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t148,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t149,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t15,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t150,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t151,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t152,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t153,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t154,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t155,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t156,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t157,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t158,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t159,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t16,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t160,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t161,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t162,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t163,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t164,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t165,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t166,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t167,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t168,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t169,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t17,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t170,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t171,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t172,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t173,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t174,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t175,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t176,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t177,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t178,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t179,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t18,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t180,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t181,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t182,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t183,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t184,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t185,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t186,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t187,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t188,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t189,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t19,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t190,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t191,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t192,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t193,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t194,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t2,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t20,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t21,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t22,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t23,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t24,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t25,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t26,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t27,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t28,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t29,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t3,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t30,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t31,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t32,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t33,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t34,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t35,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t36,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t37,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t38,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t39,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t4,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t40,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t41,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t42,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t43,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t44,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t45,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t46,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t47,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t48,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t49,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t5,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t50,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t51,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t52,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t53,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t54,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t55,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t56,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t57,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t58,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t59,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t6,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t60,Aminoacyl-tRNA biosynthesis,mtm00970
MYCTH_t61,Aminoacyl-tRNA biosynthesis,mtm00970
