Gene,GOID,DEFINITION,ONTOLOGY,TERM
MYCTH_2304102,GO:0016616,Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP.,MF,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
MYCTH_2304102,GO:0003862,Catalysis of the reaction: 3-carboxy-2-hydroxy-4-methylpentanoate + NAD+ = 3-carboxy-4-methyl-2-oxopentanoate + NADH + H+.,MF,3-isopropylmalate dehydrogenase activity
MYCTH_2304102,GO:0000287,Interacting selectively and non-covalently with magnesium (Mg) ions.,MF,magnesium ion binding
MYCTH_2128775,GO:0003877,"Catalysis of the reaction: ADP + ATP = phosphate + P(1),P(4)-bis(5'-adenosyl)tetraphosphate.",MF,ATP adenylyltransferase activity
MYCTH_2307401,GO:0005634,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC,nucleus
MYCTH_37570,GO:0004553,Catalysis of the hydrolysis of any O-glycosyl bond.,MF,"hydrolase activity, hydrolyzing O-glycosyl compounds"
MYCTH_2142826,GO:0003723,Interacting selectively and non-covalently with an RNA molecule or a portion thereof.,MF,RNA binding
MYCTH_2142826,GO:0019843,Interacting selectively and non-covalently with ribosomal RNA.,MF,rRNA binding
MYCTH_2123414,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2296687,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2306496,GO:0006367,"Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription.",BP,transcription initiation from RNA polymerase II promoter
MYCTH_2306496,GO:0005673,A transcription factor which in humans consists of a complex of two alpha and two beta chains. Recruits TFIIH to the initiation complex and helps activate both RNA polymerase II and TFIIH.,CC,transcription factor TFIIE complex
MYCTH_2307404,GO:0016810,"Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds.",MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
MYCTH_2306943,GO:0042132,"Catalysis of the reaction: D-fructose 1,6-bisphosphate + H2O = D-fructose 6-phosphate + phosphate.",MF,"fructose 1,6-bisphosphate 1-phosphatase activity"
MYCTH_2306943,GO:0005975,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.",BP,carbohydrate metabolic process
MYCTH_2301280,GO:0016020,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC,membrane
MYCTH_2301280,GO:0016021,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC,integral component of membrane
MYCTH_2311559,GO:0003676,Interacting selectively and non-covalently with any nucleic acid.,MF,nucleic acid binding
MYCTH_2311559,GO:0003723,Interacting selectively and non-covalently with an RNA molecule or a portion thereof.,MF,RNA binding
MYCTH_2311559,GO:0000184,"The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins.",BP,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
MYCTH_2086451,GO:0006298,"A system for the correction of errors in which an incorrect base, which cannot form hydrogen bonds with the corresponding base in the parent strand, is incorporated into the daughter strand. The mismatch repair system promotes genomic fidelity by repairing base-base mismatches, insertion-deletion loops and heterologies generated during DNA replication and recombination.",BP,mismatch repair
MYCTH_2086451,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2306931,GO:0005634,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC,nucleus
MYCTH_2096067,GO:0000290,Cleavage of the 5'-cap of a nuclear mRNA triggered by shortening of the poly(A) tail to below a minimum functional length.,BP,deadenylation-dependent decapping of nuclear-transcribed mRNA
MYCTH_2303238,GO:0022857,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF,transmembrane transporter activity
MYCTH_2140896,GO:0003924,Catalysis of the reaction: GTP + H2O = GDP + phosphate.,MF,GTPase activity
MYCTH_2140896,GO:0005525,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",MF,GTP binding
MYCTH_94025,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2302129,GO:0000166,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",MF,nucleotide binding
MYCTH_2302129,GO:0005215,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",MF,transporter activity
MYCTH_2302129,GO:0000287,Interacting selectively and non-covalently with magnesium (Mg) ions.,MF,magnesium ion binding
MYCTH_2302467,GO:0001522,"The intramolecular conversion of uridine to pseudouridine within an RNA molecule. This posttranscriptional base modification occurs in tRNA, rRNA, and snRNAs.",BP,pseudouridine synthesis
MYCTH_2302467,GO:0006396,Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules.,BP,RNA processing
MYCTH_2309751,GO:0008677,Catalysis of the reaction: (R)-pantoate + NADP(+) = 2-dehydropantoate + H(+) + NADPH.,MF,2-dehydropantoate 2-reductase activity
MYCTH_2309751,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2307345,GO:0016788,Catalysis of the hydrolysis of any ester bond.,MF,"hydrolase activity, acting on ester bonds"
MYCTH_2296465,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2310556,GO:0004222,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",MF,metalloendopeptidase activity
MYCTH_2310556,GO:0008237,"Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",MF,metallopeptidase activity
MYCTH_2305668,GO:0005515,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF,protein binding
MYCTH_2297116,GO:0003824,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF,catalytic activity
MYCTH_2060907,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2092086,GO:0005506,Interacting selectively and non-covalently with iron (Fe) ions.,MF,iron ion binding
